code,geometry
145, -0.1522413766267982 51.48606667463461_ -0.1522413766267982 51.48704093970768_ -0.1538061131758412 51.48704093970768_ -0.1538061131758412 51.48606667463461_ -0.1522413766267982 51.48606667463461
146, -0.1522413766267982 51.48704093970768_ -0.1522413766267982 51.488015204780766_ -0.1538061131758412 51.488015204780766_ -0.1538061131758412 51.48704093970768_ -0.1522413766267982 51.48704093970768
147, -0.1522413766267982 51.488015204780766_ -0.1522413766267982 51.48898946985384_ -0.1538061131758412 51.48898946985384_ -0.1538061131758412 51.488015204780766_ -0.1522413766267982 51.488015204780766
148, -0.1522413766267982 51.48898946985384_ -0.1522413766267982 51.489963734926924_ -0.1538061131758412 51.489963734926924_ -0.1538061131758412 51.48898946985384_ -0.1522413766267982 51.48898946985384
149, -0.1522413766267982 51.489963734926924_ -0.1522413766267982 51.490938_ -0.1538061131758412 51.490938_ -0.1538061131758412 51.489963734926924_ -0.1522413766267982 51.489963734926924
150, -0.1522413766267982 51.490938_ -0.1522413766267982 51.491912265073076_ -0.1538061131758412 51.491912265073076_ -0.1538061131758412 51.490938_ -0.1522413766267982 51.490938
151, -0.1522413766267982 51.491912265073076_ -0.1522413766267982 51.49288653014616_ -0.1538061131758412 51.49288653014616_ -0.1538061131758412 51.491912265073076_ -0.1522413766267982 51.491912265073076
152, -0.1522413766267982 51.49288653014616_ -0.1522413766267982 51.493860795219234_ -0.1538061131758412 51.493860795219234_ -0.1538061131758412 51.49288653014616_ -0.1522413766267982 51.49288653014616
153, -0.1522413766267982 51.493860795219234_ -0.1522413766267982 51.49483506029232_ -0.1538061131758412 51.49483506029232_ -0.1538061131758412 51.493860795219234_ -0.1522413766267982 51.493860795219234
154, -0.1522413766267982 51.49483506029232_ -0.1522413766267982 51.49580932536539_ -0.1538061131758412 51.49580932536539_ -0.1538061131758412 51.49483506029232_ -0.1522413766267982 51.49483506029232
155, -0.1522413766267982 51.49580932536539_ -0.1522413766267982 51.49678359043847_ -0.1538061131758412 51.49678359043847_ -0.1538061131758412 51.49580932536539_ -0.1522413766267982 51.49580932536539
156, -0.1522413766267982 51.49678359043847_ -0.1522413766267982 51.49775785551155_ -0.1538061131758412 51.49775785551155_ -0.1538061131758412 51.49678359043847_ -0.1522413766267982 51.49678359043847
157, -0.1522413766267982 51.49775785551155_ -0.1522413766267982 51.49873212058463_ -0.1538061131758412 51.49873212058463_ -0.1538061131758412 51.49775785551155_ -0.1522413766267982 51.49775785551155
158, -0.1522413766267982 51.49873212058463_ -0.1522413766267982 51.49970638565771_ -0.1538061131758412 51.49970638565771_ -0.1538061131758412 51.49873212058463_ -0.1522413766267982 51.49873212058463
159, -0.1522413766267982 51.49970638565771_ -0.1522413766267982 51.500680650730786_ -0.1538061131758412 51.500680650730786_ -0.1538061131758412 51.49970638565771_ -0.1522413766267982 51.49970638565771
160, -0.1522413766267982 51.500680650730786_ -0.1522413766267982 51.50165491580386_ -0.1538061131758412 51.50165491580386_ -0.1538061131758412 51.500680650730786_ -0.1522413766267982 51.500680650730786
161, -0.1522413766267982 51.50165491580386_ -0.1522413766267982 51.502629180876944_ -0.1538061131758412 51.502629180876944_ -0.1538061131758412 51.50165491580386_ -0.1522413766267982 51.50165491580386
162, -0.1522413766267982 51.502629180876944_ -0.1522413766267982 51.50360344595002_ -0.1538061131758412 51.50360344595002_ -0.1538061131758412 51.502629180876944_ -0.1522413766267982 51.502629180876944
163, -0.1522413766267982 51.50360344595002_ -0.1522413766267982 51.5045777110231_ -0.1538061131758412 51.5045777110231_ -0.1538061131758412 51.50360344595002_ -0.1522413766267982 51.50360344595002
164, -0.1522413766267982 51.5045777110231_ -0.1522413766267982 51.50555197609618_ -0.1538061131758412 51.50555197609618_ -0.1538061131758412 51.5045777110231_ -0.1522413766267982 51.5045777110231
165, -0.1522413766267982 51.50555197609618_ -0.1522413766267982 51.506526241169254_ -0.1538061131758412 51.506526241169254_ -0.1538061131758412 51.50555197609618_ -0.1522413766267982 51.50555197609618
166, -0.1522413766267982 51.506526241169254_ -0.1522413766267982 51.50750050624234_ -0.1538061131758412 51.50750050624234_ -0.1538061131758412 51.506526241169254_ -0.1522413766267982 51.506526241169254
167, -0.1522413766267982 51.50750050624234_ -0.1522413766267982 51.50847477131541_ -0.1538061131758412 51.50847477131541_ -0.1538061131758412 51.50750050624234_ -0.1522413766267982 51.50750050624234
168, -0.1522413766267982 51.50847477131541_ -0.1522413766267982 51.509449036388496_ -0.1538061131758412 51.509449036388496_ -0.1538061131758412 51.50847477131541_ -0.1522413766267982 51.50847477131541
169, -0.1522413766267982 51.509449036388496_ -0.1522413766267982 51.51042330146157_ -0.1538061131758412 51.51042330146157_ -0.1538061131758412 51.509449036388496_ -0.1522413766267982 51.509449036388496
170, -0.1522413766267982 51.51042330146157_ -0.1522413766267982 51.51139756653465_ -0.1538061131758412 51.51139756653465_ -0.1538061131758412 51.51042330146157_ -0.1522413766267982 51.51042330146157
171, -0.1522413766267982 51.51139756653465_ -0.1522413766267982 51.51237183160773_ -0.1538061131758412 51.51237183160773_ -0.1538061131758412 51.51139756653465_ -0.1522413766267982 51.51139756653465
172, -0.1522413766267982 51.51237183160773_ -0.1522413766267982 51.513346096680806_ -0.1538061131758412 51.513346096680806_ -0.1538061131758412 51.51237183160773_ -0.1522413766267982 51.51237183160773
173, -0.1522413766267982 51.513346096680806_ -0.1522413766267982 51.51432036175389_ -0.1538061131758412 51.51432036175389_ -0.1538061131758412 51.513346096680806_ -0.1522413766267982 51.513346096680806
174, -0.1522413766267982 51.51432036175389_ -0.1522413766267982 51.515294626826964_ -0.1538061131758412 51.515294626826964_ -0.1538061131758412 51.51432036175389_ -0.1522413766267982 51.51432036175389
175, -0.1522413766267982 51.515294626826964_ -0.1522413766267982 51.51626889190004_ -0.1538061131758412 51.51626889190004_ -0.1538061131758412 51.515294626826964_ -0.1522413766267982 51.515294626826964
176, -0.1522413766267982 51.51626889190004_ -0.1522413766267982 51.51724315697312_ -0.1538061131758412 51.51724315697312_ -0.1538061131758412 51.51626889190004_ -0.1522413766267982 51.51626889190004
177, -0.1522413766267982 51.51724315697312_ -0.1522413766267982 51.5182174220462_ -0.1538061131758412 51.5182174220462_ -0.1538061131758412 51.51724315697312_ -0.1522413766267982 51.51724315697312
178, -0.1522413766267982 51.5182174220462_ -0.1522413766267982 51.51919168711928_ -0.1538061131758412 51.51919168711928_ -0.1538061131758412 51.5182174220462_ -0.1522413766267982 51.5182174220462
179, -0.1522413766267982 51.51919168711928_ -0.1522413766267982 51.52016595219236_ -0.1538061131758412 51.52016595219236_ -0.1538061131758412 51.51919168711928_ -0.1522413766267982 51.51919168711928
180, -0.1538061131758412 51.46171004780764_ -0.1538061131758412 51.46268431288072_ -0.1553708497248841 51.46268431288072_ -0.1553708497248841 51.46171004780764_ -0.1538061131758412 51.46171004780764
181, -0.1538061131758412 51.46268431288072_ -0.1538061131758412 51.4636585779538_ -0.1553708497248841 51.4636585779538_ -0.1553708497248841 51.46268431288072_ -0.1538061131758412 51.46268431288072
182, -0.1538061131758412 51.4636585779538_ -0.1538061131758412 51.46463284302688_ -0.1553708497248841 51.46463284302688_ -0.1553708497248841 51.4636585779538_ -0.1538061131758412 51.4636585779538
183, -0.1538061131758412 51.46463284302688_ -0.1538061131758412 51.46560710809996_ -0.1553708497248841 51.46560710809996_ -0.1553708497248841 51.46463284302688_ -0.1538061131758412 51.46463284302688
184, -0.1538061131758412 51.46560710809996_ -0.1538061131758412 51.466581373173035_ -0.1553708497248841 51.466581373173035_ -0.1553708497248841 51.46560710809996_ -0.1538061131758412 51.46560710809996
185, -0.1538061131758412 51.466581373173035_ -0.1538061131758412 51.46755563824611_ -0.1553708497248841 51.46755563824611_ -0.1553708497248841 51.466581373173035_ -0.1538061131758412 51.466581373173035
186, -0.1538061131758412 51.46755563824611_ -0.1538061131758412 51.468529903319194_ -0.1553708497248841 51.468529903319194_ -0.1553708497248841 51.46755563824611_ -0.1538061131758412 51.46755563824611
187, -0.1538061131758412 51.468529903319194_ -0.1538061131758412 51.46950416839227_ -0.1553708497248841 51.46950416839227_ -0.1553708497248841 51.468529903319194_ -0.1538061131758412 51.468529903319194
188, -0.1538061131758412 51.46950416839227_ -0.1538061131758412 51.47047843346535_ -0.1553708497248841 51.47047843346535_ -0.1553708497248841 51.46950416839227_ -0.1538061131758412 51.46950416839227
189, -0.1538061131758412 51.47047843346535_ -0.1538061131758412 51.47145269853843_ -0.1553708497248841 51.47145269853843_ -0.1553708497248841 51.47047843346535_ -0.1538061131758412 51.47047843346535
190, -0.1538061131758412 51.47145269853843_ -0.1538061131758412 51.472426963611504_ -0.1553708497248841 51.472426963611504_ -0.1553708497248841 51.47145269853843_ -0.1538061131758412 51.47145269853843
191, -0.1538061131758412 51.472426963611504_ -0.1538061131758412 51.47340122868459_ -0.1553708497248841 51.47340122868459_ -0.1553708497248841 51.472426963611504_ -0.1538061131758412 51.472426963611504
192, -0.1538061131758412 51.47340122868459_ -0.1538061131758412 51.47437549375766_ -0.1553708497248841 51.47437549375766_ -0.1553708497248841 51.47340122868459_ -0.1538061131758412 51.47340122868459
193, -0.1538061131758412 51.47437549375766_ -0.1538061131758412 51.475349758830745_ -0.1553708497248841 51.475349758830745_ -0.1553708497248841 51.47437549375766_ -0.1538061131758412 51.47437549375766
194, -0.1538061131758412 51.475349758830745_ -0.1538061131758412 51.47632402390382_ -0.1553708497248841 51.47632402390382_ -0.1553708497248841 51.475349758830745_ -0.1538061131758412 51.475349758830745
195, -0.1538061131758412 51.47632402390382_ -0.1538061131758412 51.4772982889769_ -0.1553708497248841 51.4772982889769_ -0.1553708497248841 51.47632402390382_ -0.1538061131758412 51.47632402390382
196, -0.1538061131758412 51.4772982889769_ -0.1538061131758412 51.47827255404998_ -0.1553708497248841 51.47827255404998_ -0.1553708497248841 51.4772982889769_ -0.1538061131758412 51.4772982889769
197, -0.1538061131758412 51.47827255404998_ -0.1538061131758412 51.479246819123055_ -0.1553708497248841 51.479246819123055_ -0.1553708497248841 51.47827255404998_ -0.1538061131758412 51.47827255404998
198, -0.1538061131758412 51.479246819123055_ -0.1538061131758412 51.48022108419614_ -0.1553708497248841 51.48022108419614_ -0.1553708497248841 51.479246819123055_ -0.1538061131758412 51.479246819123055
199, -0.1538061131758412 51.48022108419614_ -0.1538061131758412 51.481195349269214_ -0.1553708497248841 51.481195349269214_ -0.1553708497248841 51.48022108419614_ -0.1538061131758412 51.48022108419614
200, -0.1538061131758412 51.481195349269214_ -0.1538061131758412 51.48216961434229_ -0.1553708497248841 51.48216961434229_ -0.1553708497248841 51.481195349269214_ -0.1538061131758412 51.481195349269214
201, -0.1538061131758412 51.48216961434229_ -0.1538061131758412 51.48314387941537_ -0.1553708497248841 51.48314387941537_ -0.1553708497248841 51.48216961434229_ -0.1538061131758412 51.48216961434229
202, -0.1538061131758412 51.48314387941537_ -0.1538061131758412 51.48411814448845_ -0.1553708497248841 51.48411814448845_ -0.1553708497248841 51.48314387941537_ -0.1538061131758412 51.48314387941537
203, -0.1538061131758412 51.48411814448845_ -0.1538061131758412 51.48509240956153_ -0.1553708497248841 51.48509240956153_ -0.1553708497248841 51.48411814448845_ -0.1538061131758412 51.48411814448845
204, -0.1538061131758412 51.48509240956153_ -0.1538061131758412 51.48606667463461_ -0.1553708497248841 51.48606667463461_ -0.1553708497248841 51.48509240956153_ -0.1538061131758412 51.48509240956153
205, -0.1538061131758412 51.48606667463461_ -0.1538061131758412 51.48704093970768_ -0.1553708497248841 51.48704093970768_ -0.1553708497248841 51.48606667463461_ -0.1538061131758412 51.48606667463461
206, -0.1538061131758412 51.48704093970768_ -0.1538061131758412 51.488015204780766_ -0.1553708497248841 51.488015204780766_ -0.1553708497248841 51.48704093970768_ -0.1538061131758412 51.48704093970768
207, -0.1538061131758412 51.488015204780766_ -0.1538061131758412 51.48898946985384_ -0.1553708497248841 51.48898946985384_ -0.1553708497248841 51.488015204780766_ -0.1538061131758412 51.488015204780766
208, -0.1538061131758412 51.48898946985384_ -0.1538061131758412 51.489963734926924_ -0.1553708497248841 51.489963734926924_ -0.1553708497248841 51.48898946985384_ -0.1538061131758412 51.48898946985384
209, -0.1538061131758412 51.489963734926924_ -0.1538061131758412 51.490938_ -0.1553708497248841 51.490938_ -0.1553708497248841 51.489963734926924_ -0.1538061131758412 51.489963734926924
210, -0.1538061131758412 51.490938_ -0.1538061131758412 51.491912265073076_ -0.1553708497248841 51.491912265073076_ -0.1553708497248841 51.490938_ -0.1538061131758412 51.490938
211, -0.1538061131758412 51.491912265073076_ -0.1538061131758412 51.49288653014616_ -0.1553708497248841 51.49288653014616_ -0.1553708497248841 51.491912265073076_ -0.1538061131758412 51.491912265073076
212, -0.1538061131758412 51.49288653014616_ -0.1538061131758412 51.493860795219234_ -0.1553708497248841 51.493860795219234_ -0.1553708497248841 51.49288653014616_ -0.1538061131758412 51.49288653014616
213, -0.1538061131758412 51.493860795219234_ -0.1538061131758412 51.49483506029232_ -0.1553708497248841 51.49483506029232_ -0.1553708497248841 51.493860795219234_ -0.1538061131758412 51.493860795219234
214, -0.1538061131758412 51.49483506029232_ -0.1538061131758412 51.49580932536539_ -0.1553708497248841 51.49580932536539_ -0.1553708497248841 51.49483506029232_ -0.1538061131758412 51.49483506029232
215, -0.1538061131758412 51.49580932536539_ -0.1538061131758412 51.49678359043847_ -0.1553708497248841 51.49678359043847_ -0.1553708497248841 51.49580932536539_ -0.1538061131758412 51.49580932536539
216, -0.1538061131758412 51.49678359043847_ -0.1538061131758412 51.49775785551155_ -0.1553708497248841 51.49775785551155_ -0.1553708497248841 51.49678359043847_ -0.1538061131758412 51.49678359043847
217, -0.1538061131758412 51.49775785551155_ -0.1538061131758412 51.49873212058463_ -0.1553708497248841 51.49873212058463_ -0.1553708497248841 51.49775785551155_ -0.1538061131758412 51.49775785551155
218, -0.1538061131758412 51.49873212058463_ -0.1538061131758412 51.49970638565771_ -0.1553708497248841 51.49970638565771_ -0.1553708497248841 51.49873212058463_ -0.1538061131758412 51.49873212058463
219, -0.1538061131758412 51.49970638565771_ -0.1538061131758412 51.500680650730786_ -0.1553708497248841 51.500680650730786_ -0.1553708497248841 51.49970638565771_ -0.1538061131758412 51.49970638565771
220, -0.1538061131758412 51.500680650730786_ -0.1538061131758412 51.50165491580386_ -0.1553708497248841 51.50165491580386_ -0.1553708497248841 51.500680650730786_ -0.1538061131758412 51.500680650730786
221, -0.1538061131758412 51.50165491580386_ -0.1538061131758412 51.502629180876944_ -0.1553708497248841 51.502629180876944_ -0.1553708497248841 51.50165491580386_ -0.1538061131758412 51.50165491580386
222, -0.1538061131758412 51.502629180876944_ -0.1538061131758412 51.50360344595002_ -0.1553708497248841 51.50360344595002_ -0.1553708497248841 51.502629180876944_ -0.1538061131758412 51.502629180876944
223, -0.1538061131758412 51.50360344595002_ -0.1538061131758412 51.5045777110231_ -0.1553708497248841 51.5045777110231_ -0.1553708497248841 51.50360344595002_ -0.1538061131758412 51.50360344595002
224, -0.1538061131758412 51.5045777110231_ -0.1538061131758412 51.50555197609618_ -0.1553708497248841 51.50555197609618_ -0.1553708497248841 51.5045777110231_ -0.1538061131758412 51.5045777110231
225, -0.1538061131758412 51.50555197609618_ -0.1538061131758412 51.506526241169254_ -0.1553708497248841 51.506526241169254_ -0.1553708497248841 51.50555197609618_ -0.1538061131758412 51.50555197609618
226, -0.1538061131758412 51.506526241169254_ -0.1538061131758412 51.50750050624234_ -0.1553708497248841 51.50750050624234_ -0.1553708497248841 51.506526241169254_ -0.1538061131758412 51.506526241169254
